"location","item","element","Unit","Date","Value"
"Romania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","22261.925753"
"Romania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","16413.608757"
"Romania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","20321.624932"
"Romania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","19429.974694"
"Romania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","15116.437692"
"Romania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","14868.651543"
"Austria","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","6778.903308"
"Austria","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","7132.593342"
"Austria","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","6538.974246"
"Austria","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","6820.501718"
"Austria","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","5563.211956"
"Austria","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","5430.890295"
"Austria","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","4892.678672"
"Austria","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","4665.087233"
"Austria","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","4415.359935"
"Austria","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","3873.413629"
"Austria","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","4097.953597"
"Austria","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","4124.26725"
"Austria","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","5001.009239"
"Austria","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","5434.661027"
"Austria","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","5406.817454"
"Austria","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","5785.774744"
"Austria","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","7284.50118"
"Austria","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","8073.561533"
"Austria","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","6706.200196"
"Austria","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","6855.894507"
"Austria","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","7984.046225"
"Austria","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","7543.349204"
"Austria","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","7682.357826"
"Austria","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","7578.021833"
"Austria","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","6066.770738"
"Austria","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","6092.895441"
"Greece","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","14383.324053"
"Greece","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","14178.42761"
"Greece","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","12029.407312"
"Greece","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","14067.133787"
"Greece","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","14500.043565"
"Greece","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","14576.056479"
"Greece","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","13028.47175"
"Greece","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","12557.337594"
"Greece","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","12304.956885"
"Greece","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","10942.692702"
"Greece","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","10929.398278"
"Greece","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","12388.979172"
"Greece","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","14490.69889"
"Greece","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","15906.0364"
"Greece","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","17260.724707"
"Greece","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","16216.540217"
"Greece","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","18139.931683"
"Greece","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","20421.116908"
"Greece","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","19496.904711"
"Greece","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","19393.357808"
"Greece","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","20042.591587"
"Greece","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","18745.366877"
"Greece","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","16226.709243"
"Greece","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","18063.500173"
"Greece","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","14017.865508"
"Greece","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","15218.554519"
"Slovakia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","1643.5122"
"Slovakia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","1733.22128"
"Slovakia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","1856.051912"
"Slovakia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","1903.030565"
"Slovakia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","1809.5318"
"Slovakia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","1672.5927"
"Slovakia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","1341.142158"
"Slovakia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","1141.230496"
"Slovakia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","1174.69276"
"Slovakia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","1325.496517"
"Slovakia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","1498.980458"
"Slovakia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","1904.616792"
"Slovakia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","1868.950914"
"Slovakia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","1833.849813"
"Slovakia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","2264.387057"
"Slovakia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","3159.804377"
"Slovakia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","2094.915264"
"Slovakia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","2009.931905"
"Slovakia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","2648.898317"
"Slovakia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","2204.341744"
"Slovakia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","2305.515485"
"Slovakia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","2445.616958"
"Slovakia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","1802.634589"
"Slovakia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","1911.229196"
"Estonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","875.302739"
"Estonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","680.480541"
"Estonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","558.303861"
"Estonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","455.247355"
"Estonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","447.173166"
"Estonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","395.705099"
"Estonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","325.665557"
"Estonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","261.456581"
"Estonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","284.269324"
"Estonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","337.792931"
"Estonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","337.488252"
"Estonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","388.262888"
"Estonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","497.319711"
"Estonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","561.747826"
"Estonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","581.697103"
"Estonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","828.625786"
"Estonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","793.549866"
"Estonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","673.387604"
"Estonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","777.261995"
"Estonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","986.333569"
"Estonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","974.511766"
"Estonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","1027.92965"
"Estonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","1028.006589"
"Estonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","832.230229"
"Estonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","677.775373"
"Ireland","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","5432.013371"
"Ireland","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","6014.926577"
"Ireland","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","5463.096575"
"Ireland","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","5341.526384"
"Ireland","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","5935.675398"
"Ireland","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","5920.287192"
"Ireland","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","5156.820876"
"Ireland","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","4744.954951"
"Ireland","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","4712.861514"
"Ireland","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","4325.360049"
"Ireland","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","4224.263419"
"Ireland","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","4149.466327"
"Ireland","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","5192.219139"
"Ireland","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","5832.51"
"Ireland","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","5512.148924"
"Ireland","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","5804.705838"
"Ireland","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","7067.045844"
"Ireland","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","7411.15805"
"Ireland","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","5768.782418"
"Ireland","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","6691.456555"
"Ireland","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","8354.999861"
"Ireland","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","7632.847924"
"Ireland","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","8552.589583"
"Ireland","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","8153.150914"
"Ireland","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","6811.800637"
"Ireland","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","6502.414683"
"Lithuania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","505.947472"
"Lithuania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","1501.566955"
"Lithuania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","1033.241415"
"Lithuania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","1094.08084"
"Lithuania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","1337.322593"
"Lithuania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","1331.353594"
"Lithuania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","1301.235853"
"Lithuania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","1025.516793"
"Lithuania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","932.099137"
"Lithuania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","912.438453"
"Lithuania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","982.816121"
"Lithuania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","1254.775635"
"Lithuania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","1408.513967"
"Lithuania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","1540.622312"
"Lithuania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","1445.292387"
"Lithuania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","2460.008549"
"Lithuania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","2806.387756"
"Lithuania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","2025.088014"
"Lithuania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","2146.723595"
"Lithuania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","2909.763175"
"Lithuania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","3147.250646"
"Lithuania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","2988.986722"
"Lithuania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","2834.562691"
"Lithuania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","2447.096404"
"Lithuania","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","2181.521983"
"Latvia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","1982.570155"
"Latvia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","1300.815628"
"Latvia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","852.518686"
"Latvia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","703.749961"
"Latvia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","685.513255"
"Latvia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","549.272542"
"Latvia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","478.033097"
"Latvia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","405.353642"
"Latvia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","398.652364"
"Latvia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","428.605962"
"Latvia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","468.982109"
"Latvia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","493.416114"
"Latvia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","618.933304"
"Latvia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","734.428948"
"Latvia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","789.700479"
"Latvia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","1203.036416"
"Latvia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","1319.488342"
"Latvia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","949.092943"
"Latvia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","1074.655748"
"Latvia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","1350.137701"
"Latvia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","1483.085928"
"Latvia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","1414.829234"
"Latvia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","1345.595049"
"Latvia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","1169.174673"
"Latvia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","1039.923152"
"Norway","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","3198.826194"
"Norway","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","2849.14401"
"Norway","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","2560.091291"
"Norway","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","2454.667157"
"Norway","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","2719.865467"
"Norway","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","2713.207163"
"Norway","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","2396.073863"
"Norway","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","2313.200276"
"Norway","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","2146.525385"
"Norway","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","1864.254024"
"Norway","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","1842.007381"
"Norway","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","2125.346937"
"Norway","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","2483.048962"
"Norway","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","2677.856832"
"Norway","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","2770.012797"
"Norway","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","2838.455824"
"Norway","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","3336.828313"
"Norway","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","3832.380266"
"Norway","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","3475.144163"
"Norway","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","3715.511575"
"Norway","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","4036.288771"
"Norway","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","4152.878093"
"Norway","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","4254.839695"
"Norway","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","4293.974362"
"Norway","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","3589.583783"
"Norway","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","3523.447007"
"Russian Federation","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","68976.170038"
"Russian Federation","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","52037.277814"
"Russian Federation","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","35273.258517"
"Russian Federation","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","43236.18081"
"Russian Federation","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","41168.320219"
"Russian Federation","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","39974.746871"
"Russian Federation","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","25674.692918"
"Russian Federation","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","21730.399791"
"Russian Federation","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","23403.224656"
"Russian Federation","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","28097.994055"
"Russian Federation","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","27035.629422"
"Russian Federation","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","30913.275696"
"Russian Federation","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","39012.344749"
"Russian Federation","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","42915.917721"
"Russian Federation","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","49923.113209"
"Russian Federation","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","65508.360748"
"Russian Federation","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","88958.387171"
"Russian Federation","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","69110.318239"
"Russian Federation","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","69679.672262"
"Russian Federation","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","96835.629612"
"Russian Federation","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","90465.094795"
"Russian Federation","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","99049.283421"
"Russian Federation","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","95682.156907"
"Russian Federation","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","74175.342544"
"Russian Federation","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","70644.657164"
"Croatia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","15899.175221"
"Croatia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","1784.610226"
"Croatia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","1516.860759"
"Croatia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","1660.154498"
"Croatia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","1755.69595"
"Croatia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","1690.581624"
"Croatia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","1603.94344"
"Croatia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","1451.252792"
"Croatia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","959.380105"
"Croatia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","1064.059362"
"Croatia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","1170.765867"
"Croatia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","1226.838688"
"Croatia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","1551.483526"
"Croatia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","1671.123508"
"Croatia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","1739.639844"
"Croatia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","2132.273693"
"Croatia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","2533.497796"
"Croatia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","2067.671793"
"Croatia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","2034.035585"
"Croatia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","2318.853212"
"Croatia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","2068.022746"
"Croatia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","2078.746"
"Croatia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","1755.42306"
"Croatia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","1518.191325"
"Croatia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","1600.282581"
"Ukraine","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","17039.606694"
"Ukraine","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","14092.938105"
"Ukraine","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","11860.331182"
"Ukraine","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","12418.864387"
"Ukraine","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","9323.331543"
"Ukraine","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","7003.732856"
"Ukraine","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","8245.882395"
"Ukraine","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","10028.126014"
"Ukraine","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","9700.462864"
"Ukraine","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","11719.294586"
"Ukraine","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","13878.902862"
"Ukraine","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","16889.045993"
"Ukraine","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","19441.577492"
"Ukraine","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","23364.393108"
"Ukraine","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","31012.738445"
"Ukraine","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","21314.080438"
"Ukraine","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","28284.168368"
"Ukraine","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","37594.706924"
"Ukraine","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","34251.111304"
"Ukraine","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","39710.168906"
"Ukraine","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","33003.858645"
"Ukraine","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","26296.341422"
"Ukraine","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","26923.412986"
"Republic of Moldova","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","1111.484773"
"Republic of Moldova","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","967.498537"
"Republic of Moldova","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","891.355826"
"Republic of Moldova","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","1057.847377"
"Republic of Moldova","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","718.780082"
"Republic of Moldova","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","573.86039"
"Republic of Moldova","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","586.034806"
"Republic of Moldova","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","653.38554"
"Republic of Moldova","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","678.662284"
"Republic of Moldova","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","750.805116"
"Republic of Moldova","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","917.435325"
"Republic of Moldova","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","965.621362"
"Republic of Moldova","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","954.338212"
"Republic of Moldova","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","1154.438789"
"Republic of Moldova","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","1499.932628"
"Republic of Moldova","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","1070.603078"
"Republic of Moldova","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","1454.07654"
"Republic of Moldova","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","1753.445306"
"Republic of Moldova","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","1641.302006"
"Republic of Moldova","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","1532.004585"
"Republic of Moldova","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","1571.191516"
"Republic of Moldova","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","1183.592755"
"Republic of Moldova","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","1187.845624"
"The former Yugoslav Republic of Macedonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","685.290422"
"The former Yugoslav Republic of Macedonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","557.928874"
"The former Yugoslav Republic of Macedonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","702.478868"
"The former Yugoslav Republic of Macedonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","838.550579"
"The former Yugoslav Republic of Macedonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","700.614968"
"The former Yugoslav Republic of Macedonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","643.558964"
"The former Yugoslav Republic of Macedonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","550.989639"
"The former Yugoslav Republic of Macedonia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","543.121513"
